"service_state";"service_icons";"host";"svc_plugin_output";"perfometer"
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws050n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 18.1 MiB, Resident memory: 30.3 MiB, CPU: 0.06%, Process handles: 904, Running for: 5 hours 47 minutes";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws052n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 19.0 MiB, Resident memory: 30.5 MiB, CPU: 0.03%, Process handles: 996, Running for: 20 days 10 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws053n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 18.3 MiB, Resident memory: 29.7 MiB, CPU: 0.07%, Process handles: 989, Running for: 20 days 10 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws054n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 17.0 MiB, Resident memory: 28.6 MiB, CPU: 0%, Process handles: 799, Running for: 20 days 10 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws056n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 12.5 MiB, Resident memory: 31.0 MiB, CPU: 0.01%, Process handles: 971, Running for: 5 hours 48 minutes";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws056n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 12.5 MiB, Resident memory: 31.3 MiB, CPU: 0.01%, Process handles: 1036, Running for: 5 hours 48 minutes";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws058n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 21.3 MiB, Resident memory: 39.0 MiB, CPU: <0.01%, Process handles: 1090, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws058n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 22.7 MiB, Resident memory: 40.0 MiB, CPU: <0.01%, Process handles: 2692, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws062n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 18.2 MiB, Resident memory: 29.7 MiB, CPU: 0.02%, Process handles: 916, Running for: 20 days 10 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws066n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 17.6 MiB, Resident memory: 29.8 MiB, CPU: 0%, Process handles: 860, Running for: 5 hours 53 minutes";"1 "
